new_id,lag1,ratio_before,pred_before,pred_after,ratio_after,n_candidates
267,20342424.0,2.606616202670832,53024892.0,41992996.448421,2.0643064193540064,4
278,60184260.0,2.6885312538527515,161807264.0,110496965.28810048,1.8359778003102551,4
747,22884136.0,4.008499862087867,91731056.0,43755535.916977406,1.9120466648588963,4
1219,62156300.0,2.0851115011672188,129602816.0,98427404.73269057,1.5835467158227015,4
2692,53794816.0,2.031097568955343,109262520.0,76577155.33190918,1.4235043639132288,4
3580,42756984.0,2.164034769150228,92527600.0,67278572.57426596,1.573510717553557,4
3653,45373164.0,2.15449008581372,97756032.0,71913929.86470008,1.5849441283111771,4
4388,40917064.0,5.582341098569536,228413008.0,145981016.22408533,3.5677294984822305,4
6903,48575480.0,2.09721052679253,101873008.0,68280556.86062002,1.4056589221685514,4
7045,69372672.0,2.0149848055441772,139784880.0,99915390.31956482,1.440270173240045,4
7879,59256420.0,2.115341021276682,125347536.0,85988082.14007688,1.4511184128247518,4
9296,22558856.0,3.380926054051677,76269824.0,47637215.60279703,2.1116857877366226,4
11274,66714720.0,2.326896852748539,155238272.0,105474753.36195183,1.580981728799159,4
12613,58622128.0,2.9197264213950063,171160576.0,106787048.48274136,1.8216167192487682,4
13652,53308724.0,4.052353757332477,216025808.0,126463299.1401465,2.3722814888637456,4
14028,27109422.0,2.6525815268211916,71909952.0,55839248.61868036,2.0597727468582825,4
15231,18797220.0,2.534124088562032,47634488.0,35061967.74126172,1.8652741065573377,4
15820,52093792.0,2.6784525879782373,139530752.0,78326755.78179741,1.5035717841733889,4
16579,43699056.0,2.0133765818648346,87982656.0,64843724.537364006,1.4838701444114493,4
17641,68617408.0,2.057410271166174,141174160.0,104361737.73409653,1.520922179603411,4
17757,48307600.0,2.1543170846823276,104069888.0,77207100.33405018,1.5982392073721357,4
18664,41815348.0,2.2725066403847696,95025656.0,68072124.64063478,1.6279219926768222,4
19112,69400848.0,2.0479426994897816,142128960.0,104907803.9669466,1.5116213560812197,4
19306,27271380.0,2.0516496048238118,55951316.0,44272523.344356775,1.6234060522187281,4
19696,51791516.0,2.048031805054712,106070672.0,82727909.59113955,1.5973255077364323,4
20847,54166516.0,2.536405332032062,137388240.0,85238045.5907042,1.5736298341710624,4
21212,37839740.0,2.489580953780338,94205096.0,59406445.749089,1.5699485712398924,4
21291,39079064.0,2.198677225227298,85922248.0,63521822.425685406,1.6254693926570352,4
