new_id,lag1,ratio_before,pred_before,pred_after,ratio_after,n_candidates
39,45267532.0,3.000149776223718,135809376.0,89546960.0,1.9781719047550461,4
187,42213692.0,2.1106077146722915,89096544.0,72789360.0,1.7243068907595194,4
787,30036850.0,2.004014269139407,60194276.0,50219465.0,1.671928481182281,4
1157,44728600.0,3.5540671516658247,158968448.0,113367866.0,2.534572197654297,4
1256,40424452.0,2.122912736083596,85817584.0,68543190.0,1.6955873638064407,4
1860,41718664.0,3.862735393444047,161148160.0,115307796.0,2.7639378864097854,4
3620,16847588.0,2.974436221968391,50112076.0,34835563.0,2.067688442998487,4
3887,55982924.0,2.5365020233669826,142000800.0,109950914.0,1.9640080607436654,4
4558,38275148.0,2.0725017706005997,79325312.0,62678220.0,1.6375696313440773,4
5065,46947696.0,2.218187320630175,104138784.0,79621750.0,1.6959671460767745,4
5752,77953568.0,2.2246888301507894,173422432.0,144360316.0,1.8518756703990766,4
5898,49549452.0,2.4020694315650553,119021224.0,93053268.0,1.8779878332458653,4
6044,37270508.0,2.1065015802843363,78510384.0,58699584.0,1.5749606632675894,4
6200,43214956.0,2.1929717109974614,94769176.0,85823064.0,1.985957454173967,4
7011,43814004.0,2.042843653367083,89505160.0,67472292.0,1.5399709188870299,4
7073,85669344.0,2.374051936244545,203383472.0,160376228.0,1.8720375400563356,4
7126,63770300.0,2.6135986187927607,166669968.0,125645280.0,1.9702789543094512,4
7320,61947580.0,2.6753070902850444,165728800.0,126915392.0,2.048754640617115,4
7357,20346324.0,2.6357757794479237,53628348.0,46779611.0,2.299167702234566,4
7443,84871632.0,2.000097276319607,169751520.0,146786756.0,1.7295149455827596,4
8364,65817236.0,2.622219626482036,172587248.0,122712468.0,1.8644427426274783,4
8406,36429232.0,2.1977969779873483,80064056.0,59544926.0,1.634536956474954,4
8873,41039536.0,2.085566854362096,85590696.0,67884102.0,1.6541147541239258,4
9090,49905704.0,2.4793592331650105,123734168.0,93831550.0,1.8801768631497513,4
9391,28805562.0,2.3727048269358537,68347096.0,43968149.0,1.5263770587083147,4
9396,27921704.0,3.52622834193787,98458304.0,76234421.0,2.7302925709691643,4
9576,21137774.0,2.247146175373055,47499668.0,36672998.0,1.734950804185909,4
9715,27893142.0,2.948981796313947,82256368.0,57915858.0,2.076347583932997,4
9944,84694096.0,2.3408980007295903,198260240.0,165545608.0,1.9546298481065316,4
10144,43713012.0,2.1059499629080696,92057416.0,71913078.0,1.6451183459972971,4
10933,39525812.0,3.8134375582214477,150729216.0,96223280.0,2.434441574533624,4
10991,55337172.0,2.963620620150231,163998384.0,135624644.0,2.4508777571792066,4
12339,38382220.0,3.016377687377124,115775272.0,59699750.0,1.5554011727304986,4
12628,28746070.0,2.7755602070126457,79786448.0,57615994.0,2.0043085541780146,4
12740,12466650.0,4.9433421167675355,61626916.0,44664297.0,3.58270241002996,4
12760,56018968.0,2.4758191189812706,138692832.0,115710466.0,2.0655586871932377,4
13369,18407102.0,2.8082615068901124,51691956.0,35668557.0,1.937760599142657,4
13487,30168786.0,2.4722360389310993,74584360.0,62601769.0,2.075050981501211,4
13692,45891168.0,2.458812989898187,112837800.0,89964694.0,1.9603923351874593,4
13760,30478022.0,2.389201503955867,72818136.0,52742006.0,1.7304930746490044,4
14124,29889318.0,2.54000041084912,75918880.0,55193600.0,1.846599510902189,4
14236,50156476.0,2.368643442972349,118802808.0,85126158.0,1.6972117020342499,4
14307,62104544.0,2.0062372247673212,124596448.0,98875652.0,1.5920840188440961,4
15179,28469752.0,2.849070971886232,81112344.0,57851224.0,2.0320241637510574,4
15319,36171524.0,2.3667236138571326,85608000.0,69100320.0,1.9103513581567644,4
15333,39939556.0,2.3881343097554715,95381024.0,75760196.0,1.8968712621642565,4
15624,23462980.0,2.014644516595931,47269564.0,29962841.0,1.2770262345192298,4
16115,36767328.0,2.02834103147229,74576680.0,53550408.0,1.4564672200275202,4
16567,56891104.0,2.716607222106289,154550784.0,121326088.0,2.1326021024306367,4
16592,14934242.0,3.277566012389514,48947964.0,28669239.5,1.9196983348736414,4
16905,26338064.0,2.9576066031277013,77897632.0,57566503.0,2.18567708697192,4
16997,37542700.0,2.0530156861387168,77075752.0,59594114.0,1.5873688892913935,4
17423,51837428.0,2.596285602750198,134584768.0,96331926.0,1.8583469457628183,4
17936,27330734.0,2.189517632420703,59841124.0,46482813.0,1.7007524569226717,4
18002,68229992.0,2.1301356154343387,145339136.0,109321484.0,1.6022496968781705,4
18050,35008004.0,3.2739642054428466,114614952.0,85294794.0,2.436436935964701,4
18544,23776412.0,2.6176903394843594,62239284.0,42580559.0,1.790874039363046,4
18673,36301792.0,2.189154739248134,79470240.0,58042814.0,1.598896660528494,4
19348,34185528.0,2.299941659523293,78624720.0,57378320.0,1.6784388996419772,4
19602,22839740.0,3.825609573489015,87375928.0,73282751.0,3.2085632761143517,4
