new_id,lag1,ratio_before,pred_before,pred_after,ratio_after,n_candidates
217,284829600.0,2.2887284444183242,651897607.3322935,303547130.4862976,1.0657148361206055,3
573,414805056.0,2.957861866012692,1226936056.9716592,401424224.0,0.9677418782475014,3
597,481933728.0,0.34462727655795217,166087508.1620609,466387456.0,0.9677418883618787,3
616,349331936.0,0.2753755369936128,96197469.46501838,338063136.0,0.9677418557002472,3
876,147485408.0,0.397822590687147,58673027.09911087,142727808.0,0.967741893489558,3
1278,269880576.0,0.2569998862708165,69359277.33870244,261174752.0,0.9677419393087408,3
1404,214593904.0,0.4711957475686202,101115735.01894872,207671520.0,0.967741935483871,3
1518,324433312.0,0.17304304148942276,56140927.06896684,313967712.0,0.9677419068483325,3
1562,339239456.0,0.36875267371353243,125095456.42912425,328296256.0,0.9677419598267485,3
1870,36323160.0,3.5650253178226996,129492985.02332477,38694841.07163906,1.0652939081192017,3
1896,336665216.0,0.4927371034806543,165887443.37452883,325805024.0,0.9677418649629667,3
2243,29543916.0,4.161570657127856,122949093.9222502,31471506.232089043,1.0652449131011963,3
2304,34211760.0,5.877106280840286,201066149.57460046,36442679.80035782,1.065209150314331,3
2764,411428096.0,2.0041282150737962,824554655.6676904,421348192.0,1.0241113723064748,3
3229,221756752.0,0.46799250125238334,103780497.03808446,214603296.0,0.9677418796249324,3
3241,556668416.0,2.9837955276094186,1660984730.0222194,538711360.0,0.9677419169403711,3
3607,225458368.0,0.39917304079379834,89996902.3269672,218185504.0,0.9677418759635482,3
3691,176055792.0,0.46731870651627794,82274164.99213888,170376560.0,0.967741862193321,3
4510,183493536.0,0.48036486887360397,88143848.35979393,177574384.0,0.967741904543166,3
4535,380860160.0,0.3430646593839709,130659661.06332466,368574336.0,0.9677419029598685,3
4667,331152256.0,0.025662882474980074,8498321.427052515,320469920.0,0.9677419198980182,3
5198,406124640.0,2.5863171702728804,1050367129.7028923,412355392.0,1.0153419698937745,3
5266,197636320.0,0.4501441784954208,88964838.90725811,191260944.0,0.9677418806421816,3
5322,74595896.0,0.4556812136057429,33991948.41928778,72189576.0,0.9677419251053704,3
5518,301050912.0,0.4972522695998018,149698249.2570902,291339584.0,0.9677419080530804,3
5589,339308192.0,2.1165822128390737,718173683.8577853,328362752.0,0.9677418928924651,3
5647,338836064.0,2.0639328804806913,699334893.5822599,327905856.0,0.9677418989260836,3
5756,381270368.0,2.1259061968093587,810545037.9909846,394863328.0,1.0356517609047446,3
5884,436956288.0,2.3697804919567083,1035490487.1402172,465123861.7468872,1.0644631385803223,3
6389,669771072.0,0.04297280113968192,28781939.086167578,648165568.0,0.967741957060815,3
6673,444368064.0,2.1862793855510203,971512737.9204165,460920992.0,1.0372504897201613,3
7011,450664256.0,0.06669871197577673,30058725.40872171,436126688.0,0.9677419102880882,3
7622,504292800.0,0.3350085249648248,168942387.0783814,488025280.0,0.967741915014452,3
7778,387264736.0,0.46707229230531255,180880627.9725317,374772320.0,0.9677419221563205,3
7835,282509760.0,0.3956420445657693,111772739.05618478,273396512.0,0.9677418295212172,3
7883,331325088.0,0.35856285319536224,118800868.88848448,320637184.0,0.96774194171496,3
7923,443246752.0,3.9481388162685027,1749999706.7561386,471605407.608284,1.0639793872833252,3
8912,246744976.0,0.43289605753073795,106814927.32591656,238785456.0,0.9677419166581126,3
9107,201756336.0,0.4629001235296228,93393032.85728408,214617370.19434547,1.063745379447937,3
9324,330236448.0,0.33541475103400276,110766175.9882734,319583648.0,0.9677419010999052,3
10338,347584960.0,0.4688268192017279,162957151.19915983,336372544.0,0.9677419414234724,3
10740,348273536.0,0.4180349323210197,145590504.0509622,337038912.0,0.9677419532674455,3
10826,351006688.0,0.45622240835976996,160137116.54974636,339683872.0,0.9677418796077185,3
10994,14190039.0,2.9614160344743894,42022609.02441693,13732295.0,0.9677418786516373,3
11061,409738976.0,2.0342862296557658,833526356.6300542,396521568.0,0.9677418825784345,3
12031,17082980.0,3.042641933481654,51977391.29682843,18161027.70713806,1.0631065368652344,3
12102,350298816.0,0.2651714399425841,92889241.44890231,338998848.0,0.9677419178031136,3
12439,366964224.0,0.43509134903039404,159662959.2660517,355126656.0,0.9677419017282731,3
12592,362669856.0,0.4750801475162661,172297248.68818298,350970816.0,0.9677419013285736,3
13707,266364032.0,0.445897392365864,118771027.28885755,257771632.0,0.9677418909171641,3
14056,361649184.0,2.2034931010495713,796891481.944207,355232512.0,0.9822571920969687,3
14254,306790016.0,2.1088349053053688,646969494.3399925,296893536.0,0.9677418446368216,3
14325,36232096.0,2.135109889227703,77359506.4770475,38501759.127693176,1.0626423358917236,3
14475,352726976.0,0.36517528290101675,128807173.24762015,341348672.0,0.967741894512769,3
15771,147888480.0,0.4683025279559166,69256549.03955801,143117888.0,0.9677419634037756,3
16003,193177008.0,0.4760943257853793,91970477.38099682,186945488.0,0.967741916781318,3
16356,21419910.0,2.3002216404638074,49270540.518787116,20728944.0,0.9677418812684087,3
17220,208722944.0,0.4940586117548116,103121367.95401728,202067632.0,0.968114133154427,3
17369,37236828.0,2.399642344742882,89355069.25270739,39545503.807497025,1.061999797821045,3
17875,404625312.0,0.44904627895812516,181695490.72587043,391572896.0,0.9677419686487632,3
17984,294966272.0,2.0929914890030945,617361896.8389717,302952672.0,1.027075637990231,3
18000,415426592.0,2.243271809560284,931914762.7753018,441135959.6627464,1.0618866682052612,3
19534,323145568.0,2.1110278541663794,682169294.9984158,343054638.13845825,1.061610221862793,3
19693,342466176.0,2.442485550656596,836468686.4686188,363553753.7904968,1.0615756511688232,3
20079,22427964.0,2.9487485257287025,66134425.78009641,23806929.819881916,1.0614842176437378,3
20391,43572472.0,2.201199299427916,95911694.8407425,46248774.76240921,1.0614218711853027,3
20899,283030336.0,0.4280261945425012,121144397.65816547,273900320.0,0.9677419172480507,3
20961,193381744.0,0.4881125689690626,94392059.8555576,187143616.0,0.9677418981183663,3
21032,572127104.0,0.2737354622590679,156611477.28438184,553671424.0,0.9677419932197444,3
21085,66198652.0,2.379402765221465,157513255.62273347,64063212.0,0.9677419413313734,3
