new_id,lag1,ratio_before,pred_before,pred_after,ratio_after,n_candidates
39,45267532.0,2.1708478430877083,98268924.20410381,89546960.0,1.9781719047550461,4
217,316969984.0,2.612296094412647,828019451.2492392,359123856.0,1.1329901067225343,4
260,309046848.0,2.1776800686948956,673005161.182581,264652251.4409027,0.8563499454972687,4
573,394191840.0,4.025244620187992,1586718583.2820058,429213920.0,1.0888452688416888,4
1157,44728600.0,2.1394638333249114,95695222.01525663,113367866.0,2.534572197654297,4
1203,433647296.0,2.364912047737525,1025537714.7792007,492165680.0,1.1349446532695548,4
1860,41718664.0,3.6249210067390703,151226861.506689,115307796.0,2.7639378864097854,4
1990,267264032.0,2.0144967321838516,538402519.0942804,292890048.0,1.095882771086833,4
2764,412041472.0,2.3353679142610186,962268433.05368,474384896.0,1.1513037600253986,4
3241,348214016.0,3.948515999114301,1374928613.2918432,394300208.0,1.1323501923598618,4
3620,16847588.0,3.2469888292877,54703930.0364415,34835563.0,2.067688442998487,4
3887,55982924.0,2.1466978659857867,120178423.48244448,109950914.0,1.9640080607436654,4
3898,381736416.0,2.414907917967661,921858293.5749968,411335328.69701004,1.0775375663845759,4
4331,18855038.0,2.121068226603834,39992822.013207905,22788571.0,1.2086197333572066,4
4931,16878988.0,2.40238929323618,40549900.051861964,21228650.0,1.2576968477020067,4
5177,405304768.0,2.209579519179597,895553114.398638,405020531.66560364,0.9992987096209133,4
5198,396623072.0,3.24801359902537,1288237131.5432184,440852400.0,1.1115147633166433,4
5355,288931584.0,2.0404961631461958,589563788.5637528,312330400.0,1.0809839328607287,4
5382,27721230.0,2.010961378032311,55746322.88155064,30458759.0,1.0987520755752902,4
5387,333998272.0,2.053780682509844,685959199.0252684,276490910.38908386,0.8278213798336174,4
5589,324820544.0,2.3028026817170035,747997619.799976,373079328.0,1.1485706027264089,4
5647,372336928.0,2.3906997866491095,890145814.3311849,410083888.0,1.1013785020002098,4
5742,313744832.0,2.4359913733045766,764279704.1708937,340028224.0,1.0837731472179277,4
5756,379340800.0,2.0961996534297906,795174053.4917796,442261984.0,1.1658698036172224,4
5884,486977792.0,3.3882348393954818,1649995120.8662863,537777584.0,1.1043164448862588,4
6073,23735426.0,2.0101158898784086,47710956.95563312,26688370.0,1.1244108279328966,4
6306,321792480.0,2.2180558940204573,713753706.9154601,376476560.0,1.169935854312071,4
6673,463523328.0,3.0112018852314155,1395762319.1223397,538398064.0,1.1615339109750265,4
7357,20346324.0,2.683027864273587,54589754.22753843,46779611.0,2.299167702234566,4
7923,462633824.0,4.769012134092258,2206306320.297502,528064304.0,1.141430385340783,4
8026,314890496.0,2.040783619860288,642623366.2864815,354873312.0,1.1269737146973149,4
8364,65817236.0,2.4278643692573043,159795322.16739914,122712468.0,1.8644427426274783,4
8828,330345920.0,2.1357089064186976,705522723.5430785,378871472.0,1.146893147643537,4
9396,27921704.0,2.7460476583476923,76674329.88627739,76234421.0,2.7302925709691643,4
9576,21137774.0,2.3793756175883023,50294704.06569196,36672998.0,1.734950804185909,4
9615,312307680.0,2.104263609878731,657177686.1096516,358120208.0,1.1466903663720343,4
9715,27893142.0,2.292310722512631,63939748.49116742,57915858.0,2.076347583932997,4
9826,348078336.0,2.6695124481524073,929199450.8841763,396033136.0,1.1377701368924034,4
10201,342818976.0,2.3642351266642523,810504665.1462692,372836752.0,1.0875615940233134,4
10557,20516940.0,2.1320667674078058,43743485.942899905,22341010.0,1.0889055580413063,4
10584,273007360.0,2.0314048826610094,554588484.1063919,314944592.0,1.1536120930952192,4
10933,39525812.0,2.946688134865482,116470241.24132368,96223280.0,2.434441574533624,4
10991,55337172.0,3.1460214635269423,174091930.84288213,135624644.0,2.4508777571792066,4
10994,13814486.0,3.416754021966375,47200700.60189818,14800676.0,1.0713881066584743,4
11061,385145664.0,2.4186683617024842,931539632.1636955,422901712.0,1.098030567468624,4
11220,277195328.0,2.1173169985743012,586910379.899779,326328656.0,1.1772516454534183,4
12339,38382220.0,2.3911196171712645,91776479.19258325,59699750.0,1.5554011727304986,4
12628,28746070.0,2.5816509726221972,74212319.57456577,57615994.0,2.0043085541780146,4
12740,12466650.0,5.103454491877993,63622980.941170774,44664297.0,3.58270241002996,4
12812,334315936.0,2.2791423260021078,761953599.9946117,394749360.0,1.180767404399173,4
13083,289966272.0,2.142965460838224,621387705.7040218,340215440.0,1.1732931476940878,4
13369,18407102.0,2.7453136494426453,50533268.36728302,35668557.0,1.937760599142657,4
13487,30168786.0,2.1395036561129075,64546227.9474879,62601769.0,2.075050981501211,4
13760,30478022.0,2.3519806686727387,71683718.56338245,52742006.0,1.7304930746490044,4
14056,437485568.0,2.8333590916196036,1239553711.5451663,470871635.37890625,1.0763135285388574,4
14236,50156476.0,2.110303153280912,105845369.46025838,85126158.0,1.6972117020342499,4
14254,253348288.0,2.2448168976706286,568720517.898325,285527952.0,1.127017491430611,4
