new_id,lag1,ratio_before,pred_before,pred_after,ratio_after,n_candidates
39,45267532.0,3.001328546031624,135862736.0,89546960.0,1.9781719047550461,4
187,42213692.0,2.207939926221094,93205296.0,72789360.0,1.7243068907595194,4
747,25165558.0,2.3017810294530325,57925604.0,49362650.0,1.9615162119592182,4
1157,44728600.0,3.9117640167588523,174967728.0,113367866.0,2.534572197654297,4
1256,40424452.0,2.3350126799492545,94391608.0,68543190.0,1.6955873638064407,4
1860,41718664.0,4.491350346214347,187373136.0,115307796.0,2.7639378864097854,4
2529,48246456.0,2.0462127207851286,98722512.0,73025350.0,1.5135899308334688,4
3620,16847588.0,2.8672935259338015,48306980.0,34835563.0,2.067688442998487,4
3887,55982924.0,3.283059670123697,183795280.0,109950914.0,1.9640080607436654,4
4292,46282740.0,2.03214813988973,94053384.0,70810102.0,1.529946195925306,4
4558,38275148.0,2.2138975399912235,84737256.0,62678220.0,1.6375696313440773,4
5043,89905032.0,2.108006234845676,189520368.0,148937584.0,1.656610099421354,4
5065,46947696.0,2.3943370511728626,112408608.0,79621750.0,1.6959671460767745,4
5752,77953568.0,2.5386351013464834,197895664.0,144360316.0,1.8518756703990766,4
5898,49549452.0,2.484808590819531,123120904.0,93053268.0,1.8779878332458653,4
6044,37270508.0,2.3517120829155322,87649504.0,58699584.0,1.5749606632675894,4
6200,43214956.0,2.1399950517131154,92479792.0,85823064.0,1.985957454173967,4
7011,43814004.0,2.0157076719123865,88316224.0,67472292.0,1.5399709188870299,4
7073,85669344.0,2.397939500972483,205429904.0,160376228.0,1.8720375400563356,4
7126,63770300.0,3.061801998736089,195252032.0,125645280.0,1.9702789543094512,4
7320,61947580.0,2.876905151097105,178217312.0,126915392.0,2.048754640617115,4
7357,20346324.0,2.931376694876185,59642740.0,46779611.0,2.299167702234566,4
7443,84871632.0,2.426996290114935,205983136.0,146786756.0,1.7295149455827596,4
7557,40237732.0,2.2728891379862066,91455904.0,64271502.0,1.597294350486752,4
8364,65817236.0,2.500960933698279,164606336.0,122712468.0,1.8644427426274783,4
8406,36429232.0,2.313530189162374,84280128.0,59544926.0,1.634536956474954,4
8873,41039536.0,2.382618945789251,97781576.0,67884102.0,1.6541147541239258,4
9090,49905704.0,2.565597231130133,128037936.0,93831550.0,1.8801768631497513,4
9391,28805562.0,2.123878992536233,61179528.0,43968149.0,1.5263770587083147,4
9396,27921704.0,3.65323835536685,102004640.0,76234421.0,2.7302925709691643,4
9576,21137774.0,2.1817091998428975,46116476.0,36672998.0,1.734950804185909,4
9715,27893142.0,3.278163786639741,91438288.0,57915858.0,2.076347583932997,4
9734,47421636.0,2.0758912661722593,98442160.0,75543014.0,1.5930073353015488,4
