new_id,lag1,ratio_before,pred_before,pred_after,ratio_after,n_candidates
39,45267532.0,2.407912314203924,109000247.73642017,89546960.0,1.9781719047550461,4
1157,44728600.0,2.4963962225056733,111660308.07796726,113367866.0,2.534572197654297,4
1860,41718664.0,2.828229618194961,117989961.15632387,115307796.0,2.7639378864097854,4
3620,16847588.0,3.082784969192161,51937491.05354222,34835563.0,2.067688442998487,4
3887,55982924.0,2.0417383341524062,114302481.98874076,109950914.0,1.9640080607436654,4
6200,43214956.0,2.0221590542547867,87387514.55462222,85823064.0,1.985957454173967,4
7011,43814004.0,2.0183220763098695,88430771.52472892,67472292.0,1.5399709188870299,4
7126,63770300.0,2.1125062618819013,134715158.0720874,125645280.0,1.9702789543094512,4
7357,20346324.0,2.326857406058325,47342994.685462244,46779611.0,2.299167702234566,4
8406,36429232.0,2.0695917324081954,75393637.36518006,59544926.0,1.634536956474954,4
9090,49905704.0,2.0539501134560916,102503826.39290613,93831550.0,1.8801768631497513,4
9391,28805562.0,2.0873010635989098,60125880.20016433,43968149.0,1.5263770587083147,4
9396,27921704.0,3.130251767335233,87401963.29301125,76234421.0,2.7302925709691643,4
9576,21137774.0,2.198514381035737,46471700.12208329,36672998.0,1.734950804185909,4
9715,27893142.0,2.790858030855354,77845799.35648876,57915858.0,2.076347583932997,4
10933,39525812.0,2.7891631643282038,110243938.87056169,96223280.0,2.434441574533624,4
10991,55337172.0,2.28179204548137,126267918.88903439,135624644.0,2.4508777571792066,4
12339,38382220.0,2.6370814504649887,101217040.38966629,59699750.0,1.5554011727304986,4
12628,28746070.0,2.809939320897517,80774712.41427249,57615994.0,2.0043085541780146,4
12740,12466650.0,4.1222855243788645,51391090.832497776,44664297.0,3.58270241002996,4
12760,56018968.0,2.0105222449168214,112627381.30128358,115710466.0,2.0655586871932377,4
13369,18407102.0,2.513065037023676,46258244.46912858,35668557.0,1.937760599142657,4
13487,30168786.0,2.5961473181934798,78322612.867053,62601769.0,2.075050981501211,4
13692,45891168.0,2.0355924271249624,93415714.05271941,89964694.0,1.9603923351874593,4
13760,30478022.0,2.347196199597967,71537897.40966323,52742006.0,1.7304930746490044,4
14124,29889318.0,2.2752234391511754,68004876.89384313,55193600.0,1.846599510902189,4
14236,50156476.0,2.127872292782569,106726575.5840139,85126158.0,1.6972117020342499,4
15179,28469752.0,2.6106225750637666,74323777.27766682,57851224.0,2.0320241637510574,4
15319,36171524.0,2.4259544454106736,87750469.44507886,69100320.0,1.9103513581567644,4
15333,39939556.0,2.397828647368837,95768211.53999192,75760196.0,1.8968712621642565,4
16567,56891104.0,2.124018826059387,120837775.9313025,121326088.0,2.1326021024306367,4
16592,14934242.0,3.134228580458832,46807328.10388867,28669239.5,1.9196983348736414,4
16905,26338064.0,2.606704945812761,68655561.69193304,57566503.0,2.18567708697192,4
17936,27330734.0,2.0377632620888377,55693565.67112231,46482813.0,1.7007524569226717,4
18050,35008004.0,2.7134880789683895,94993801.5224777,85294794.0,2.436436935964701,4
18544,23776412.0,2.362745140723532,56177601.91684067,42580559.0,1.790874039363046,4
19348,34185528.0,2.0765288181699537,70987234.05635586,57378320.0,1.6784388996419772,4
19602,22839740.0,3.2966301176021227,75294174.7622019,73282751.0,3.2085632761143517,4
19670,58575940.0,2.2653820792162698,132696884.74924746,164921398.0,2.8155143220919716,4
19687,36391360.0,2.7623610244258074,100526074.48984835,81507820.0,2.2397574589133247,4
20546,31023418.0,2.934076141627793,91025070.58554623,69250814.0,2.2322109704353017,4
21115,33705032.0,2.628024435603807,88577647.69880825,70039862.0,2.0780238986273623,4
21271,34369120.0,2.609805655515449,89696723.75108914,69394574.0,2.019096619290805,4
21385,27177924.0,3.4083019531326424,92630571.45129052,82479225.0,3.034787535648418,4
