new_id,lag1,ratio_before,pred_before,pred_after,ratio_after,n_candidates
597,481933728.0,0.4443111149091437,214128512.0,466387456.0,0.9677418883618787,3
1000,54703260.0,2.3128939664656185,126522840.0,56405524.49774265,1.0311181545257568,3
1518,324433312.0,0.45572272183936524,147851632.0,313967712.0,0.9677419068483325,3
1562,339239456.0,0.4552944454668622,154453840.0,328296256.0,0.9677419598267485,3
1870,36323160.0,2.482116203546167,90158304.0,37453469.70574379,1.0311181545257568,3
2142,64221664.0,2.233650501488096,143448752.0,66220123.664253235,1.0311181545257568,3
2243,29543916.0,4.439426648789551,131158048.0,30463268.14338398,1.0311181545257568,3
2304,34211760.0,4.3822222534005855,149923536.0,35276366.83427811,1.0311181545257568,3
3886,34040332.0,2.111827816485456,71887320.0,35099604.311284065,1.0311181545257568,3
4667,331152256.0,0.4516935678070694,149579344.0,320469920.0,0.9677419198980182,3
6389,669771072.0,0.4103038239310521,274809632.0,648165568.0,0.967741957060815,3
12031,17082980.0,3.073942368368985,52512096.0,17614570.811400414,1.0311181545257568,3
12592,362669856.0,0.4852277328502317,175977472.0,350970816.0,0.9677419013285736,3
14325,36232096.0,2.883702449894149,104482584.0,37359571.962120056,1.0311181545257568,3
17369,37236828.0,2.3574065975759266,87782344.0,38395569.36775303,1.0311181545257568,3
18713,74797776.0,2.0070320807399407,150121536.0,77125344.75175095,1.0311181545257568,3
19510,38445596.0,2.159551798858834,83025256.0,39641951.99716282,1.0311181545257568,3
20079,22427964.0,3.4139152354623006,76567168.0,23125880.84945011,1.0311181545257568,3
21721,95361216.0,2.0158328517958495,192232272.0,98328681.05525208,1.0311181545257568,3
