new_id,lag1,ratio_before,pred_before,pred_after,ratio_after,n_candidates
225,57904200.0,2.7343610162645606,158330987.15798637,61897596.0,1.0689655672645508,3
523,31269784.0,4.70792056026359,147215659.00860143,33426320.0,1.068965490775376,3
586,35220912.0,2.041383391584859,71899384.79327185,37649940.0,1.068965505492873,3
901,47717572.0,2.3920666448632693,114143612.35506149,51008440.0,1.068965537475377,3
1544,41098644.0,2.568472187175578,105560724.04463045,43933036.0,1.0689655843633186,3
1931,75704872.0,2.1085789384270854,159629698.63551837,80925896.0,1.0689654953778933,3
2650,12305208.0,6.221081325041432,76551699.68955043,13153843.0,1.0689655144390895,3
2734,47198372.0,2.9819194685507777,140741744.3507019,50453432.0,1.0689655143190109,3
3908,74672200.0,2.0593488646956715,153776110.29432812,79822008.0,1.0689655320186093,3
3983,41147208.0,2.03836475518633,83873018.561521,43984948.0,1.0689655541148746,3
5349,43053864.0,3.0074548094713713,129482550.35312633,46023096.0,1.0689655172413792,3
6369,31260458.0,2.3909280447845735,74741505.72501028,33416352.0,1.0689655282721706,3
6414,58405104.0,2.5761458264111767,150460064.91071072,62433048.0,1.0689656164296875,3
6621,60106884.0,2.205392634350877,132559279.24738258,64252188.0,1.0689655447785316,3
7876,54818336.0,2.1863183661739156,119850334.79989274,58598912.0,1.0689655373705615,3
8997,61875616.0,2.496454740835365,154469674.90530857,66142904.0,1.0689655841163666,3
9887,17820900.0,6.1106063919881235,108896505.45098116,19049928.0,1.0689655404609195,3
9889,47457396.0,2.269465332877589,107702915.01064356,50730324.0,1.0689656044339222,3
11088,29226354.0,2.003705573261987,58561008.395927764,31241966.0,1.0689655644354408,3
12293,64136668.0,2.462327050675817,157925452.55661404,68559888.0,1.0689655408977592,3
12473,40749420.0,2.027455172306489,82617622.34748949,43559724.0,1.0689654969322262,3
13161,36913556.0,3.4370700895069324,126874479.22493917,39459320.0,1.068965558343932,3
14403,38673660.0,2.1089715046179167,81561646.91928174,41340812.0,1.0689655957051905,3
14604,20498124.0,2.795379991520926,57300045.69331489,21911788.0,1.0689655306992971,3
15106,45152436.0,2.099646674699322,94804162.10197395,48278880.99969292,1.069242000579834,3
15880,49959060.0,2.3505108230268488,117429311.23824772,53447799.446947575,1.0698319673538208,3
15885,33432784.0,2.891482459431494,96670308.50596191,35767461.08083534,1.0698319673538208,3
17561,27027958.0,3.336655614137598,90182987.7993752,28961331.85578227,1.0715323686599731,3
17735,58244720.0,2.044393321934627,119075116.6059522,62421184.472112656,1.0717054605484009,3
18083,56971148.0,2.454339876874873,139826560.36774018,61070953.23238945,1.071962833404541,3
19060,63031356.0,2.1019435439308665,132488351.80940808,67619395.056108,1.0727897882461548,3
19073,32060406.0,2.090118477403567,67010046.97366018,34393250.633809805,1.0727640390396118,3
19891,59872216.0,2.1500324597295855,128727207.83594103,64259543.54226112,1.0732781887054443,3
20221,42619168.0,2.1292701783091155,90747723.44674614,45752288.10523605,1.0735143423080444,3
21095,30602320.0,2.000748644308245,61227550.252687104,32876223.499937057,1.0743049383163452,3
21704,63306980.0,2.3009914620855434,145668820.47042024,68046788.0751729,1.074870228767395,3
